unique_id,citation_context,citation_class_label,predicted_classes
8e8e19bf6e9d7bcf921e91f369a140da2e86bfa3>None_0,"Therefore, we can compare our findings only with the data obtained by @@CITATION@@ who obtained them in a way similar to the present study.",result,method
76dbde75cf679eb89b84d5e4a65e714d998e7ebe>dbe62ea638e3ac987fefa60691fcc1d036999668_2,"In order to compare our method with @@CITATION@@, the results of both methods were assessed by a cardiologist on DS1 and DS2 datasets.",method,method
b84a6ebbf7328c48a4113f17818c60e4cbd4f3f7>None_0,The abnormal histological alterations observed in group-HFD rats are consistent with those of previous studies in HF diet induced obese rats @@CITATION@@.,result,result
e11f6bca24cde94fed473dc3bba93151f9c53d3e>914e874e2b86180987f362622373f10f0645c5de_0,"Atrial myocytes were isolated by enzymatic dissociation and mechanical disaggregation, as described in detail previously @@CITATION@@.",method,method
61d0d94aa8c4ef071ace3ed59f21fd9a5a87edfe>8f20977e398e5d931bd5ae1af15c426a78ef1d58_0,"Our results agreed with those of others (@@CITATION@@; Kovacs et al., 2003; Elford et al., 2004; Hammarberg & Tinney, 2006) in respect of donating embryos to another couple, which was the least frequently chosen alternative.",result,result
b25cdf3385bd298d222d02b84c94db1ac2710e95>c98db40b9cb9027e246c099e5ef39ea826ec7947_0,"The fi ndings of the present study agrees with Smith (1990a), @@CITATION@@ and Yi et al. (2005) who reported better body weight in broilers fed putrescine and L-glutamine.",result,result
e5c60fb421a14d14f8b54def923ef8116b21e367>13d5774a6af3126dd533fd0db7dce5e309787bf1_0,"In cases where clinically genotyped HLA haplotyping calls were not available, we used in silico HLA typing by HLAminer (version 1) @@CITATION@@ or by Athlates [25].",method,method
b973c738888166c52d32931362f8a50e7eae47b6>a06a5e49ecd12418dd5ac6330e32bfa851e0f2db_0,"These results contrast with previous studies, which have found superior learning from interleaved study (@@CITATION@@; Kornell & Bjork, 2008; Rohrer & Taylor, 2007; Taylor & Rohrer, 2010; Wahlheim et al., 2011).",result,result
0ee44253e53520665811e5ed45b8a666f7c5f242>b5e3220451f41a55d4eb3790414bf46dad2175b4_0,As part of our work on the back-end RDF annotation store we have developed a version control system for RDF triple stores that is designed to support these operations on annotation data @@CITATION@@.,method,method
61e0aedf409f307127cf17cf764b9a6973ed10ef>7b283472507cf831a2b6697e319b2d4b562432f7_1,"1999), each binds Cdc2p (and presumably Pop2p), is phosphorylated by the Cdc2p kinase in vitro and in vivo and inhibits Cdc2p activity in vitro @@CITATION@@.",background,result
8fa631d11e63567d84ded6e46340f81ed66fcfa6>50ec714305a3fe3172edcdec19a035451a214bfe_0,"We build a development data set consisting of 10 randomly selected queries (from TREC 2009, 2010 and 2011 Web tracks) to fine tune parameters, and obtain the following configuration: Œ≤, the trade-off parameter o@@CITATION@@RE defined in Formula 4 is set to 0.5; Œ∑, the parameter that controls the trade-off between Frobenius-norm loss and trace norm loss, is set to 1; the number of dimensions of an expansion term vector (N ) is fixed to 30; K, the number of expansion term candidates, is set to 100; the parameter that controls the trade-off between relevance and nonredundancy in MMREQ (Bouchoucha, Liu, and Nie 2014) is set to 0.6.",method,method
bcf66cf95f1c833fe95fa8bc051be14cb2cb4886>757acefc55079579c6bb6d6b08365ccd6bdba323_0,"This method has also been successfully applied to the insect nervous system (e.g., Truman et al., 1996; @@CITATION@@).",background,method
1defd1c581f7a8141287cf266de23d1abb7ac241>30a423a54c8b36ffdc9e023e6405a918c2c8f028_0,This result is consistent with the data obtained in our previous work @@CITATION@@ and those provided by Sim et al.,result,result
3c58cdc23f8b5ecdec7101e23e433cd4da538147>bd03de78962c493e84bfa7e15092422e020d2a82_3,"In contrast, @@CITATION@@ provides a dynamic assessment of the oral, pharyngeal, and upper esophageal phases, although radiation exposure and patient collaboration during the test may restrict its use.",method,method
9ac8b68da6ecfcaa4056e11c7d0d8548336945cf>07f0aff7a06a5433129003a5b30c7bd201489d93_0,"[12] A. @@CITATION@@ and B. Kappen, “Monte Carlo methods for tempo tracking and rhythm quantization,”J. Artifical Intelligence Research, vol. 18, no. 45-81, 2003.",method,method
43763b0d91805b7beaedd79f44057b7b5ab8f0c9>d499c7c0d3b907c1bf7a6f61c239599c02d5a1df_5,"SICI with the threshold tracking method As reported by others (@@CITATION@@; Fisher et al. 2002), the results of SICI with threshold tracking showed two periods of maximal inhibition at ISIs 1 and 3 ms. Fisher et al. (2002) demonstrated peaks at 1 ms and between 2.2 and 2.8 ms while Roshan et…",background,result
4045da288ce8a8347b230c850cef76848927050e>82a59dd54a424010b9dfa9de28548fdb61fd1edd_8,Growing cells without ATc for 72 h caused a 3- to 6-fold expression of recombinant proteins over endogenous rab7 (@@CITATION@@5).,background,result
db3d0cb34e65eb227c5e058bc3b9b77dbb29f53c>efad53f327c8ec1a9a3196ded73b4d7e478380f5_1,"Expecting that, like HCV infection, hepacivirus infection in animals might persist @@CITATION@@, we developed two broadly reactive PCR assays targeting highly conserved sequence motifs in CHV 5= UTR and helicase to detect the genetically related hepacivirus genomic RNA in serum samples of horses and cows.",background,method
c66c9827bd257b3e015caa0bf89220090cc5cf04>69737fca5af839045f9ddc1433d416c664dc5ce3_0,"In further contrast to the results of Brown et al. (2008, 2009), a recent magnetoencephalography study (@@CITATION@@) showed a more inferior central sulcus activation related to laryngeal (arytenoid) airpuff stimulation (visually similar to that evoked by tongue movement in Meier et al.‚Ä¶",background,result
252224520c55eb3ec44352278890533365ad0f20>e286b072e5bb95e9a3244dcd8deb7797aab12e34_0,"In many inflammatory and infectious settings involving cytokines or endotoxins, excessive ROS production is harmful to cell viability @@CITATION@@.",background,result
4284bcb5b7dd0b5e195ce447d8306486c42db5a7>e0d2861a9022667a93a8a0573d44f238f7c3a027_0,"We symmetrize either matrix as B = ATA, and apply spectral clustering using B as our similarity matrix, following the formulation of @@CITATION@@.",method,method
f9ed2cd75273188fe1545bba046647cf3ac6f430>26b7ebf2b7732e059bc40da769b1da2485fd469b_0,"‚Ä¶that the pattern of brain activity in our results is consistent with prior findings of hypoactive prefrontal cortex and hyperactive cerebellum in neuroleptic-free patients with schizophrenia even though patients in our study were taking antipsychotics (@@CITATION@@; Kim et al., 2000).",result,result
a62aad70a520366403fe6978ad390e909dc60836>4b5e6f9b7add76127171575a01cef9dd821dfcc0_0,"…such as nicotine gum and nicotine patch, the use of products to reduce rather than cease smoking, and initiation of medication use before smoking Neuropsychopharmacology cessation to facilitate cessation) (@@CITATION@@; Fiore et al, 2008; Fucito et al, 2014; Kozlowski et al, 2007).",background,method
c79f96fd63c55dcf18d735fed1fb3c88a3b41c2b>db425871ab8ac182d5f3609e7115b445ef1c9336_5,"It is interesting, however, that inhibitors of NOS, xanthine oxidase, or NAD(P)H oxidase did not show any effect on shear-dependent activation of ERK (data not shown), even though this MAP kinase pathway is also regulated by @@CITATION@@ (15).",background,result
530491ae60461aa262b2d27bd72dac3fa3d8a48f>f1dd272b6b8a4e1da027ce092f9c55c9915d3fb9_2,—Otoliths were collected from a random subsample (n D 65) of fish that were captured with hook and line and sacrificed for evaluations of sexual maturity and fecundity @@CITATION@@4).,method,method
05293b43d4290044878530311777dffdbf8cb064>4af0492e2aa03eb4d3e42c765a5cf9047bab9eba_0,"These findings corroborate the results of other studies that also evaluated longitudinally the vertical effects associated with the RME @@CITATION@@, although in those cases the RME was followed by other orthodontic therapy.",result,result
2aa09a39a333f7f0fd0c141b2805f574a83b532e>9a6e4cfedde7ad5f810d857afeb45cc4ec3ccc1b_1,"…interpretation of the results obtained in the present work is that the nuclear gene activity plays an important role in the phenotypic manifestation of the MERRF mutation (@@CITATION@@), as has been shown for other disease-causing mtDNA mutations (Harding et al., 1995; Guan et al., 1996).",result,result
e026d074a03f105060e0e75b035ddbb767a2d950>167f20b0705974bbb5a9a52946579c93ee0048c2_0,"These results agreed with other works (Eagen and Goldman 1996; Heredia-Diaz et al. 1996; Butrón et al. 2005;@@CITATION@@5), which found significant changes in marker frequencies due to directional selection.",result,result
cd17a81a73e378aebba686af1ca4ed8484aaa1e3>00299dc5c4ee1ec1048f206d356b0d2c9b44ce2c_0,"Another recent method uses paired-end sequencing reads to infer variation at STR loci, similar to previous methods to detect large insertions and deletions (Chen et al. 2009; @@CITATION@@; Qi and Zhao 2011; Grimm et al. 2013).",method,method
2a29802ff7443f41d9e5185e7ba58baae8c00ce5>6fb4f9761fdfdeef856fde906fc85c9d5fd16118_0,"The results of the present study diverge from the findings of other authors reporting a decrease in UCP1 expression levels with animal growth (Restelli et al., 2015) but agree with the study of @@CITATION@@ that described UCP1 expression in lambs from 2 up to 12 months age.",result,result
b29c56f40df8e90fd6ade3d06f8aa0defa49dabe>c84da4003b647b2b9d9c61a31e8e65d87e80e483_0,Similar structures were observed in M10 cells transiently transfected to express a cytoplasmic GFP-tagged Langerin @@CITATION@@ (Fig.,result,result
488d4ff930eafd9fbd4e26c44dec7204201ec99a>017681b1612a1fda3dbd309abcddf5806098d535_1,"This result is consistent with the work of Kverga et al. (2002) and @@CITATION@@ who showed, respectively, that eye saccades and short aiming movements violate Hick‟s law.",result,result
5c73b17bdccb681ef142b3bd0086874b04eca17d>0f2f3490172ab2bf308e41b2406006e3526e9f63_0,"These results were supported by the previous wheat FACE studies that Y16 exhibited higher photosynthetic rates (Feng et al., 2011) and apoplastic ascorbate contents (AsA) than Y2 (Feng et al., 2010), and lower levels of @@CITATION@@ and higher apoplastic antioxidant enzyme activities than Y19 (Wang et al., 2014a).",result,result
294e7c7cee016a858f4fc6da0469b8377de66738>88f2a5bf4dec085e901183a071e6722cb11daadd_2,"All the three methods (DPPH radical-scavenging, RP, and FRAP) involve the ability of EPS to donate an electron, thereby reducing the oxidative state of the reactive radical (@@CITATION@@).",background,result
ce30b0a514e18b4963a4c3e2dfd068c2c579364b>cb29afc02c9b07cceee408b02375fc9c7710df4f_1,Patients who receive a positive DNA test result are more likely to have to deal with protective buffering from their partner @@CITATION@@ and are most often the primary supporter for their partner following the DNA test result [14].,background,result
