unique_id,citation_context,citation_class_label,predicted_classes
e4d2591ac3bb65e2ec59f092884a7b15b8018592>f0fb468a54fe8021bc7986a1618222c4fcd16df4_6,"Activated PBMC are the basis of the standard PBMC blast assay for HIV-1 neutralization, whereas the various GHOST and HeLa cell lines have all been used in neutralization assays @@CITATION@@.",background,background
8cb19a542da5f3f5a5250a6cd542478480994e55>435ccda1ceb8d3b95e3dc3a745d963fc09847a54_0,"…the previous response, and as such, may be similar to the hippocampal “delay cells” described previously in both rats (Otto and Eichenbaum, 1992b; Hampson et al., 1993) and primates (Watanabe and Niki, 1985; Miyashita, 1988@@CITATION@@88; Riches et al., 1991; Colombo and Gross, 1994).",result,background
8e8e19bf6e9d7bcf921e91f369a140da2e86bfa3>None_0,"Therefore, we can compare our findings only with the data obtained by @@CITATION@@ who obtained them in a way similar to the present study.",result,method
891bcbe15cb6e49c2d95d9de5af618771aa2ea12>facd81eed1e7851736b2213402e1cd523135cb83_1,"…as an ocs element (Bouchez et al. 1989; Lam et al. 1989), which was first characterized in the promoter of the Agrobacterium ocs gene and subsequently found to regulate the expression of a number of other plant genes (Chen and Singh 1999; @@CITATION@@; Foley et al. 2006; Ulmasov et al. 1994).",background,background
50d4507f7bcc9426963e430258785a0d0a7e05d0>98230f3d8557f4d2ab5527ad8062b4c356e960f6_0,"5%) reported a statistically significant improvement in the QOL of the intervention group [14, 20, 21, 23, 25, 27, 30, 31], while five studies reported no statistically significant difference between intervention and control groups @@CITATION@@; (Table 3).",background,result
1a8e2dac8bf06a7a2db9b9928b442921efa69061>533fdd3ebedaa0fdee7760ecbe828c9c4e11af08_4,"This was expected, as the literature has shown that ethylene has an inhibitory effect on some forms of growth, such as internode elongation (e.g. @@CITATION@@) and hypocotyl elongation (e.g. Pierik et al., 2006).",result,background
76dbde75cf679eb89b84d5e4a65e714d998e7ebe>dbe62ea638e3ac987fefa60691fcc1d036999668_2,"In order to compare our method with @@CITATION@@, the results of both methods were assessed by a cardiologist on DS1 and DS2 datasets.",method,background
769a6d671e10526778c9cd5ddfb2fed87a44fe84>da62d4186fb8cdf691f8ff7d49b4e4b5e95f8210_0,"Then, for each DCT band, the parity bit stream is structured into sub-blocks of size MN 16P bits (one for each convolutional encoder) @@CITATION@@, where M × N is the spatial resolution of the frames and 16 is the number of pixels per block.",method,method
5b1930e7a3dc935871744adf631afa2d91b72ce6>3da92ebf5f495202bb4ebf09480d94083a944b48_0,"Briefly, i@@CITATION@@-transduced cells were seeded onto 24-well culture plates (Thermo Fisher Scientific, 353047) or coverslips (Thermo Fisher Scientific, 12-545- 81) at a density of 30,000 cells/cm2 in proliferation media.",method,method
a987290394cf4476ea4f55f3f7bb427ff5cebf34>0c610357d8682ecc3239863bf0ccf9c8d9090381_7,"However, elevated levels of Fe (1537 mg/kg) and Cd (31.23 mg/kg) in agricultural soil samples (dry weight) were detected by @@CITATION@@ in India.",background,background
69116757e90b4cac5af3793c7e29e93cfd7eac55>68705f4785910ee33f7dca77b0ab256406826f98_1,"…and valid across a number of studies (Evins and Theofrastous 1997), displays good sensitivity and specificity (Eberhard-Gran et al. 2001; Evins and Theofrastous 1997), is sensitive to changes over time (Cox et al. 1987) and is acceptable to administer over the phone (@@CITATION@@).",method,result
