unique_id,citation_context,citation_class_label,predicted_classes
e4d2591ac3bb65e2ec59f092884a7b15b8018592>f0fb468a54fe8021bc7986a1618222c4fcd16df4_6,"Activated PBMC are the basis of the standard PBMC blast assay for HIV-1 neutralization, whereas the various GHOST and HeLa cell lines have all been used in neutralization assays @@CITATION@@.",background,method
891bcbe15cb6e49c2d95d9de5af618771aa2ea12>facd81eed1e7851736b2213402e1cd523135cb83_1,"…as an ocs element (Bouchez et al. 1989; Lam et al. 1989), which was first characterized in the promoter of the Agrobacterium ocs gene and subsequently found to regulate the expression of a number of other plant genes (Chen and Singh 1999; @@CITATION@@; Foley et al. 2006; Ulmasov et al. 1994).",background,background
5f96ada12a032ce865cf863073ccd6dda7c55059>f8ff0677b7b345e96f345eafc7ea94cba90818bf_0,"disease patients who have had complete repair have a higher peak O2 compared to those have not, which is also a reflection of their better overall cardiac function @@CITATION@@.",background,result
3d7251993f61009cd4df26e5bef6c4fb7ee7ac4b>f456ce411f0e83ad2e4c2cadb68918406b2bb355_1,"Removal of androgens by castration results in thymus enlargement, whereas androgen replacement accelerates CD4 CD8 thymocyte apoptosis (@@CITATION@@; Dulos and Bagchus, 2001).",background,background
e2b2d980eca45afade166f1319e17816b6b77431>dfd16c90cae7741d0eb7642b968690b59d3e24dc_0,This pattern of response is consistent with previous results reported in the literature (@@CITATION@@; MacPhail et al. 2009; Padilla et al. 2011).,result,result
9966271229c9020e56082c6f98bcd3f6f07c8f07>7eff550d7d9df8f7f8533886070727544dd8a458_0,"…measured immediately after each walking task. fNIRS measurement The details of the fNIRS system (OMM-2001; Shimadzu, Kyoto, Japan), which used continuous-wave laser diodes with three wavelengths of near-infrared light (780, 805, and 830 nm), are described elsewhere @@CITATION@@3).",method,method
812e50bdbc19a822b0619ea835bed77415782d4b>5f19115ea3ee17d6d2a9288412fc6165932cea91_0,"…Ranomafana National Park in 1992–1993 and Vohibola III in 2003–2005, research on temporal and geographic variations in fruit availability led us to question the unimodal relationship to activity patterns of Cheirogaleus major (Ganzhorn et al., 1999; Hemingway, 1998@@CITATION@@02; Overdorff, 1991).",background,method
69116757e90b4cac5af3793c7e29e93cfd7eac55>68705f4785910ee33f7dca77b0ab256406826f98_1,"…and valid across a number of studies (Evins and Theofrastous 1997), displays good sensitivity and specificity (Eberhard-Gran et al. 2001; Evins and Theofrastous 1997), is sensitive to changes over time (Cox et al. 1987) and is acceptable to administer over the phone (@@CITATION@@).",method,method
3fa960ca4f2ba74ba1e708118dd4834d88c73ae2>7ce462fc78720202440da1c1c35fe446bca0ebdb_0,"@@CITATION@@ support this idea: only patients with DGF requiring more than one-time dialysis had an increased risk for death, lower renal function and higher incidence of acute rejections during the first perioperative year.",background,result
da00a83bef30d6d046816b190576940fc31ad25b>5903f7944d47f64d540afffebcba813b29905024_0,"In @@CITATION@@, the authors proposed a wavelet-based MAR algorithm in which the missing projections are onedimensionally interpolated (along projection profiles) by a weighted sum of the wavelet coefficients of the corrupted projections and those of linearly interpolated projections.",background,method
