unique_id,citation_context,citation_class_label,predicted_classes
fa7145adc9f8cfb8af7a189d9040c13c84ced094>20e23b4f76761d246a7c3b00b80e139e2008f77d_0,"In addition, the result of the present study supports previous studies, which did not find increased rates of first-born children among individual with OCD @@CITATION@@.",result,result
e4d2591ac3bb65e2ec59f092884a7b15b8018592>f0fb468a54fe8021bc7986a1618222c4fcd16df4_6,"Activated PBMC are the basis of the standard PBMC blast assay for HIV-1 neutralization, whereas the various GHOST and HeLa cell lines have all been used in neutralization assays @@CITATION@@.",background,method
8e8e19bf6e9d7bcf921e91f369a140da2e86bfa3>None_0,"Therefore, we can compare our findings only with the data obtained by @@CITATION@@ who obtained them in a way similar to the present study.",result,method
50d4507f7bcc9426963e430258785a0d0a7e05d0>98230f3d8557f4d2ab5527ad8062b4c356e960f6_0,"5%) reported a statistically significant improvement in the QOL of the intervention group [14, 20, 21, 23, 25, 27, 30, 31], while five studies reported no statistically significant difference between intervention and control groups @@CITATION@@; (Table 3).",background,result
ed097a708b9fea355ce7ff8249e9a120ba55795a>689826f096e33d8ad004ff7602c5ad414082f403_0,"Methods such as SBDS @@CITATION@@ avoid this problem but adding constraints to a model does not, so measuring the search effort to find a solution would not be a meaningful way of evaluating the new encoding.",method,method
321dcd4b4a7cf88b2bbd4e63cff900128d12ed8e>e5c3206ae08906b7f04a152206ac0164b577da81_0,"In order to activate reporter gene expression, we first treated the cells with H2O2/vanadate (pervanadate), which causes rapid and efficient STAT92E phosphorylation @@CITATION@@ (Figure S5A) and is more efficient than transient transfection of hop in activating STAT.",method,method
c03e1c117dac851f5837dbd9b00f3a4574f012bb>6bbd97e599b1839794a70d6e2b714adb3605a521_0,"Nonetheless, this result compared very favourably with previous predictive studies based on the TPB among children @@CITATION@@8] and give new insight on key beliefs associated with high intention to be physically active.",result,result
0242a46f7bf1c253edcd5b370aa13f1921171e0f>974c4e1a1fed9d557d9027951b165d415757f812_0,"Unless otherwise stated, the matrix functions and Fréchet derivatives were computed using the following algorithms:  — matrix exponential: scaling and squaring algorithms from [Al-Mohy and Higham 2009a], [Al-Mohy and Higham 2009b], — matrix logarithm: inverse scaling and squaring algorithms from [Al-Mohy and Higham 2012], [Al-Mohy et al. 2013], — real matrix powers: Schur–Padé algorithm [Higham and Lin 2013], — ge@@CITATION@@ functions: Schur–Parlett algorithm [Davies and Higham 2003].",method,method
3fdd1ae688f76196ede104365c5d0e9cf8727804>735447eb042379874b08541995f54924534444cd_0,"In contrast, HSCs were freshly isolated from BM of normal B6 mice based on dual-dye efflux and HSC markers @@CITATION@@.",method,method
e859901bcf192e4e815497c6f2f49a8a622bfec6>27187209cc98884056c2e0e8e066d848ebab20d0_0,"Also, indirect immunofluorescence microscopy @@CITATION@@ confirmed that bullous pemphigoid antigen was located at the epidermal side of the suction blister [13] (results not shown).",method,result
