unique_id,citation_context,citation_class_label,predicted_classes
2c6797dab4c118cb73197f65ba39dacc99ac743d>95c37bc99982d33873fd141ee00857160fd717a0_6,"Chapel, as well as X10 [2], @@CITATION@@ [3] , CoArray Fortran [6], and Titanium [5], rely on the Partitioned Global Address Space (PGAS) memory model, which enables The work has been performed under the HPC-EUROPA2 project (project number: 228398) with the support of the European Commission - Capacities Area - Research Infrastructures.",background information,results comparison
8cb19a542da5f3f5a5250a6cd542478480994e55>435ccda1ceb8d3b95e3dc3a745d963fc09847a54_0,"…the previous response, and as such, may be similar to the hippocampal “delay cells” described previously in both rats (Otto and Eichenbaum, 1992b; Hampson et al., 1993) and primates (Watanabe and Niki, 1985; Miyashita, 1988@@CITATION@@88; Riches et al., 1991; Colombo and Gross, 1994).",results comparison,background information
891bcbe15cb6e49c2d95d9de5af618771aa2ea12>facd81eed1e7851736b2213402e1cd523135cb83_1,"…as an ocs element (Bouchez et al. 1989; Lam et al. 1989), which was first characterized in the promoter of the Agrobacterium ocs gene and subsequently found to regulate the expression of a number of other plant genes (Chen and Singh 1999; @@CITATION@@; Foley et al. 2006; Ulmasov et al. 1994).",background information,background information
1a8e2dac8bf06a7a2db9b9928b442921efa69061>533fdd3ebedaa0fdee7760ecbe828c9c4e11af08_4,"This was expected, as the literature has shown that ethylene has an inhibitory effect on some forms of growth, such as internode elongation (e.g. @@CITATION@@) and hypocotyl elongation (e.g. Pierik et al., 2006).",results comparison,background information
3d0beff06c19e894644ff9448a92e9b3d6b14fa7>48be9f30756038a52f98334008571c62c0dbd4fd_0,"As shown in previous studies done in other settings, our results demonstrate that the most clinically effective treatment sequence is not necessarily the most cost-effective option @@CITATION@@.",results comparison,results comparison
5b1930e7a3dc935871744adf631afa2d91b72ce6>3da92ebf5f495202bb4ebf09480d94083a944b48_0,"Briefly, i@@CITATION@@-transduced cells were seeded onto 24-well culture plates (Thermo Fisher Scientific, 353047) or coverslips (Thermo Fisher Scientific, 12-545- 81) at a density of 30,000 cells/cm2 in proliferation media.",method,method
5227ec6b6b9e6630d3eec53e8784b1d43b97febf>61ba484c3fd142d5ddf606eae1a549fe29594208_12,"1a), or individually via sharp electrode penetration within the ganglia @@CITATION@@.",background information,results comparison
24cc552089a81cbaa9fa05b0ad73c0e828bfa52a>5f2b3677fdbaa6e843401b5838ad9b1d8f927d0e_2,"Over the past nearly 2 decades, Anaplasma and Ehrlichia species have emerged as major causes of tick-transmitted diseases of humans and animals worldwide and are significant causes of human morbidity in the United States @@CITATION@@.",background information,background information
321dcd4b4a7cf88b2bbd4e63cff900128d12ed8e>e5c3206ae08906b7f04a152206ac0164b577da81_0,"In order to activate reporter gene expression, we first treated the cells with H2O2/vanadate (pervanadate), which causes rapid and efficient STAT92E phosphorylation @@CITATION@@ (Figure S5A) and is more efficient than transient transfection of hop in activating STAT.",method,method
c4b97668483bbb4ae35e1320c6fe3a3fde4b4c79>de1e995da4b38d3fa5094d537ced8667463ae512_0,"Although a large number of open clinical trials confirmed that glucocorticoids are effective in the treatment of sciatica [34–36], their efficiency is challenged by several prospective randomized double-blind experiments @@CITATION@@.",background information,results comparison
0d5a296dad457e9e554ee07d3f289d639d231367>6401610ed348fe2e3413623577fa90eb1cea6fbf_0,"There have been several studies reporting the association between low or high dose of statin and acute pancreatitis.@@CITATION@@ However, a larger scale meta-analysis reported a contradictory result.",background information,results comparison
18455b1232a197eb9442b7ad76d764eb43142cde>58bef8edd76693310ffdaf7cc930a676b1e00392_0,"In head and neck cancers, expression of the S100A3 gene is upregulated in comparison to normal mucosa @@CITATION@@.",background information,background information
77c44480d6b1709b5e7902da77b92feca924713c>15a36574b22490e93fc27401fb8dc328c9c9eaa2_0,"GATA3 inhibits tumor formation in the breast, but promotes carcinogenesis in lymphoid precursor cells and lung cancer cells @@CITATION@@.",background information,background information
92662c74093287c58802b3ed741b07e6f22afc22>9a51e7fcaed66234e607f8e5896122c7abcfa8b8_8,"Furthermore, the fear-related behaviour is closely associated with the stress response regulated by the HPA axis @@CITATION@@.",background information,background information
0a4619b65905995c9dc2b324f14b07236c46588b>2ec9f0a512ec3c1b168646a37c53918155a38428_15,"…et al. (1995) suggested that there is a strong relationship between the structure of zooplankton assemblages and the size of reservoirs, and other studies have suggested that a long retention time favors the development of microcrustaceans (Santos-Wisniewski & Rocha, 2007; @@CITATION@@).",background information,method
18668d316861acd5cec01fe2308938556419bdbe>6d9ba61516c97095982dad8907080a665eaa6c2d_0,…increased risk of BC associated with DM Talamini et al. (1997) CC 2769 2588 Non-specific Increased risk of BC in postmenopausal women with DM @@CITATION@@ CC 227 300 Non-specific No significant increase in risk of BC in males with DM Troisi et al. (1998) CC 1239 1166 Gestational No…,background information,background information
61d0d94aa8c4ef071ace3ed59f21fd9a5a87edfe>8f20977e398e5d931bd5ae1af15c426a78ef1d58_0,"Our results agreed with those of others (@@CITATION@@; Kovacs et al., 2003; Elford et al., 2004; Hammarberg & Tinney, 2006) in respect of donating embryos to another couple, which was the least frequently chosen alternative.",results comparison,results comparison
6cbd291523ad870ca223d02dbdc08a3cacf2b517>077cf67ea0492247b46b81fb04842daa5b799b18_3,This result is in line with previous reports showing an incidence of RSE ranging from 24 to 40% of all SE cases @@CITATION@@.,results comparison,results comparison
916caeee909266f8ff319e4e4b07f3ffcd1e5a53>6768e42ab040bd81389a706d1aaa4a7165305ac3_0,"Longterm HSCs have also been shown to be CD150+CD48-, whereas other LKS progenitor populations are negative for CD150 @@CITATION@@.",background information,method
de05594b78eadc33d410c29ed4f998ff75117098>873f2bc3ea78c28d5bdc6d7b568f6bc6b00b6e44_1,"Below roughly 5% in density, most of the final configurations are made of disconnected clusters and no gel is observed, in agreement with previous observations from simulations in 1CM systems @@CITATION@@.",results comparison,method
1a696a10d952c101df2b99eb22169124aa9afc97>84c9495dfca5f72b897fbacc00dc9c59cd5a9a0a_1,"Expression analysis of AtOGG1 during seed development and germination A previous study has indicated that AtOGG1 was found in various tissues including roots, stems, leaves, and especially flowers (@@CITATION@@).",background information,background information
e5d1d928717470d1a0b2df047ddefa090b76a405>f64bcf0a3309767d906459d5dd769ceec3f701e6_0,", 2007; Dirks, 1998; @@CITATION@@) which requires the presence of lethal intent.",background information,results comparison
9462acef826a6b495fe8fb281660ee4418bb840e>21aaceb3fc27e8cc831e25191d967daa0d8962bf_3,"Neste contexto, @@CITATION@@ observaram uma relação entre baixa performance no TRSLG e atrofia do hipocampo esquerdo ao nível da região CA1, e Diamond et al. (2007) apontaram para a existência de uma relação entre o desempenho nesta prova e uma 86 Chapter I activação nos córtices temporal…",background information,background information
8f1bbc37e1a0bef7724ca39362f58394b671ce15>35987c41a9a9595633bcd6305439ca6ba0608b15_0,"Bonequality is a function of its structural and material properties that are influenced by bone turnover.(@@CITATION@@) Because the preservation of bone mass and structure in old adynamic animals did not rescue the decrease in bonemechanical properties in advanced age, we hypothesized that bone quality deterioration must be in part attributed to compositional changes in aged adynamic animals.",background information,results comparison
