unique_id,citation_context,citation_class_label,predicted_classes
891bcbe15cb6e49c2d95d9de5af618771aa2ea12>facd81eed1e7851736b2213402e1cd523135cb83_1,"…as an ocs element (Bouchez et al. 1989; Lam et al. 1989), which was first characterized in the promoter of the Agrobacterium ocs gene and subsequently found to regulate the expression of a number of other plant genes (Chen and Singh 1999; @@CITATION@@; Foley et al. 2006; Ulmasov et al. 1994).",background information,background information
9966271229c9020e56082c6f98bcd3f6f07c8f07>7eff550d7d9df8f7f8533886070727544dd8a458_0,"…measured immediately after each walking task. fNIRS measurement The details of the fNIRS system (OMM-2001; Shimadzu, Kyoto, Japan), which used continuous-wave laser diodes with three wavelengths of near-infrared light (780, 805, and 830 nm), are described elsewhere @@CITATION@@3).",method,method
69116757e90b4cac5af3793c7e29e93cfd7eac55>68705f4785910ee33f7dca77b0ab256406826f98_1,"…and valid across a number of studies (Evins and Theofrastous 1997), displays good sensitivity and specificity (Eberhard-Gran et al. 2001; Evins and Theofrastous 1997), is sensitive to changes over time (Cox et al. 1987) and is acceptable to administer over the phone (@@CITATION@@).",method,method
2b27fd7fd3df3b3548e3db9e968276bb1526b0ab>8d92f8682282163c7d0add6f4be7233231cb9e6d_0,"…cortex, which is involved in taste pleasantness (Grabenhorst and Rolls, 2008), was more activated with sucrose stimulation than with quinine stimulation, which suggests a higher activation in this brain region with pleasant vs. unpleasant stimulation (Small et al., 2003; @@CITATION@@).",background information,results comparison
1a6d1abfcb16bbd07806927bfa7b3fab7e2c4d5e>ed321b9818cddf14f656d21435858face60f2ab4_0,The nuclear-targeted cameleon calcium sensor (@@CITATION@@) was excitedwith the argon ion 458-nm laser and imaged using emission filters 476 to 486 nm for CFP and 529 to 540 nm for YFP.,method,method
099255a4e8f3784f07e5129992369b06c1317fa0>ff599c9a2ac46df95bd417864039cc96d32bbc99_1,A multiple alignment of the hypervariable region of 95 18S rRNA gene sequences comprising selected and analysed sequences including the 18S rRNA gene of Cardiosporidium cionae was done using MUSCLE @@CITATION@@.,method,method
6e5799966a3915af0d3434d5553104b4c7286d14>4c289d10508f021e8c806b52f5673d51008b307f_1,"[11] report that increased dietary calcium was associated with increased risk of RCC, but the effect disappeared after adjusting for caloric intake, and a Danish study did not observe an association between dietary calcium and RCC @@CITATION@@.",background information,results comparison
18668d316861acd5cec01fe2308938556419bdbe>6d9ba61516c97095982dad8907080a665eaa6c2d_0,…increased risk of BC associated with DM Talamini et al. (1997) CC 2769 2588 Non-specific Increased risk of BC in postmenopausal women with DM @@CITATION@@ CC 227 300 Non-specific No significant increase in risk of BC in males with DM Troisi et al. (1998) CC 1239 1166 Gestational No…,background information,results comparison
e2e0e45d0dd5e60d00bfa32d7ebc75b394b660f5>5fb960612d807f6342e76bb6103ac98c77f6caa9_0,"…allopathic effects of root exudates due to its high capacity to absorb organic compounds, which could thus alleviate the negative effects of allelochemicals and differentiate between their effect and that of resource depletion by neighbours (Callaway and Aschehoug 2000; @@CITATION@@).",method,background information
488cd83c73bd908957d28ae883631c73e0e4fcba>0897834fa3b19655354744539f54967b42b119f7_0,In @@CITATION@@ an integration of a minimal spanning tree (MST) based graph-theoretic technique and expectation maximization (EM) algorithm with rough set initialization is described for non-convex clustering.,background information,method
ad5d0c0d9865a6def2d483a28c822c33f905b180>3f4bfd3ec3898a8220cbaa06b34e41d3e2c7a524_4,"…of FA in adipose tissue re¯ects habitual dietary intake because of its relatively long half-life, the composition of FA in serum or plasma has also been demonstrated to be a biomarker of marine origin n-3 PUFA (Ma et al, 1995; Leaf et al, 1995; Han et al, 1995;@@CITATION@@9).",background information,results comparison
