unique_id,citation_context,citation_class_label,predicted_classes
2c6797dab4c118cb73197f65ba39dacc99ac743d>95c37bc99982d33873fd141ee00857160fd717a0_6,"Chapel, as well as X10 [2], @@CITATION@@ [3] , CoArray Fortran [6], and Titanium [5], rely on the Partitioned Global Address Space (PGAS) memory model, which enables The work has been performed under the HPC-EUROPA2 project (project number: 228398) with the support of the European Commission - Capacities Area - Research Infrastructures.",background,background
98a8d8c0c5dae246720d4f339b88e8a9f44e3002>bd222c7ec83dadefba513738290b3624f6dd6b21_1,"Several instruments that more specifically address patient-reported outcomes following gastrectomy are now available, albeit in Japanese @@CITATION@@, and studies using these instruments that have shown some noteworthy results are now starting to be published [25–27].",background,result
e4d2591ac3bb65e2ec59f092884a7b15b8018592>f0fb468a54fe8021bc7986a1618222c4fcd16df4_6,"Activated PBMC are the basis of the standard PBMC blast assay for HIV-1 neutralization, whereas the various GHOST and HeLa cell lines have all been used in neutralization assays @@CITATION@@.",background,background
8cb19a542da5f3f5a5250a6cd542478480994e55>435ccda1ceb8d3b95e3dc3a745d963fc09847a54_0,"…the previous response, and as such, may be similar to the hippocampal “delay cells” described previously in both rats (Otto and Eichenbaum, 1992b; Hampson et al., 1993) and primates (Watanabe and Niki, 1985; Miyashita, 1988@@CITATION@@88; Riches et al., 1991; Colombo and Gross, 1994).",result,background
891bcbe15cb6e49c2d95d9de5af618771aa2ea12>facd81eed1e7851736b2213402e1cd523135cb83_1,"…as an ocs element (Bouchez et al. 1989; Lam et al. 1989), which was first characterized in the promoter of the Agrobacterium ocs gene and subsequently found to regulate the expression of a number of other plant genes (Chen and Singh 1999; @@CITATION@@; Foley et al. 2006; Ulmasov et al. 1994).",background,background
76dbde75cf679eb89b84d5e4a65e714d998e7ebe>dbe62ea638e3ac987fefa60691fcc1d036999668_2,"In order to compare our method with @@CITATION@@, the results of both methods were assessed by a cardiologist on DS1 and DS2 datasets.",method,background
33780743b0d4fd2f73d4618f1fa6d833f3a6c1bb>6d8ce1bedc01f4020fe403a8e2237278bb664f07_0,"@@CITATION@@, is fast and simple to apply as positioning and irradiation can be performed in a short time.",background,method
769a6d671e10526778c9cd5ddfb2fed87a44fe84>da62d4186fb8cdf691f8ff7d49b4e4b5e95f8210_0,"Then, for each DCT band, the parity bit stream is structured into sub-blocks of size MN 16P bits (one for each convolutional encoder) @@CITATION@@, where M × N is the spatial resolution of the frames and 16 is the number of pixels per block.",method,method
5b1930e7a3dc935871744adf631afa2d91b72ce6>3da92ebf5f495202bb4ebf09480d94083a944b48_0,"Briefly, i@@CITATION@@-transduced cells were seeded onto 24-well culture plates (Thermo Fisher Scientific, 353047) or coverslips (Thermo Fisher Scientific, 12-545- 81) at a density of 30,000 cells/cm2 in proliferation media.",method,method
812e50bdbc19a822b0619ea835bed77415782d4b>5f19115ea3ee17d6d2a9288412fc6165932cea91_0,"…Ranomafana National Park in 1992–1993 and Vohibola III in 2003–2005, research on temporal and geographic variations in fruit availability led us to question the unimodal relationship to activity patterns of Cheirogaleus major (Ganzhorn et al., 1999; Hemingway, 1998@@CITATION@@02; Overdorff, 1991).",background,background
