unique_id,citation_context,citation_class_label,predicted_classes
98a8d8c0c5dae246720d4f339b88e8a9f44e3002>bd222c7ec83dadefba513738290b3624f6dd6b21_1,"Several instruments that more specifically address patient-reported outcomes following gastrectomy are now available, albeit in Japanese @@CITATION@@, and studies using these instruments that have shown some noteworthy results are now starting to be published [25–27].",background,background
8cb19a542da5f3f5a5250a6cd542478480994e55>435ccda1ceb8d3b95e3dc3a745d963fc09847a54_0,"…the previous response, and as such, may be similar to the hippocampal “delay cells” described previously in both rats (Otto and Eichenbaum, 1992b; Hampson et al., 1993) and primates (Watanabe and Niki, 1985; Miyashita, 1988@@CITATION@@88; Riches et al., 1991; Colombo and Gross, 1994).",result,background
891bcbe15cb6e49c2d95d9de5af618771aa2ea12>facd81eed1e7851736b2213402e1cd523135cb83_1,"…as an ocs element (Bouchez et al. 1989; Lam et al. 1989), which was first characterized in the promoter of the Agrobacterium ocs gene and subsequently found to regulate the expression of a number of other plant genes (Chen and Singh 1999; @@CITATION@@; Foley et al. 2006; Ulmasov et al. 1994).",background,background
4bbc9c70677cc834e072477c695022cc36e2ddc6>92d46601194e18ce3e81ff2089e6230ea242a2f9_3,"These data are consistent with previous reports that exposure of the developing brain to NMDA antagonists such as ketamine or PCP results in widespread and dose-dependent apoptotic neurodegeneration (Ikonomidou et al., 1999, 2001; JevtovicTodorovic et al., 2003; @@CITATION@@).",result,background
76dbde75cf679eb89b84d5e4a65e714d998e7ebe>dbe62ea638e3ac987fefa60691fcc1d036999668_2,"In order to compare our method with @@CITATION@@, the results of both methods were assessed by a cardiologist on DS1 and DS2 datasets.",method,background
3d0beff06c19e894644ff9448a92e9b3d6b14fa7>48be9f30756038a52f98334008571c62c0dbd4fd_0,"As shown in previous studies done in other settings, our results demonstrate that the most clinically effective treatment sequence is not necessarily the most cost-effective option @@CITATION@@.",result,background
5b1930e7a3dc935871744adf631afa2d91b72ce6>3da92ebf5f495202bb4ebf09480d94083a944b48_0,"Briefly, i@@CITATION@@-transduced cells were seeded onto 24-well culture plates (Thermo Fisher Scientific, 353047) or coverslips (Thermo Fisher Scientific, 12-545- 81) at a density of 30,000 cells/cm2 in proliferation media.",method,method
69116757e90b4cac5af3793c7e29e93cfd7eac55>68705f4785910ee33f7dca77b0ab256406826f98_1,"…and valid across a number of studies (Evins and Theofrastous 1997), displays good sensitivity and specificity (Eberhard-Gran et al. 2001; Evins and Theofrastous 1997), is sensitive to changes over time (Cox et al. 1987) and is acceptable to administer over the phone (@@CITATION@@).",method,result
9889e6509ccfd7cb166b258c2487485fd0c4b145>fb70d25d466c3da340689424d944e8d278a3469f_5,"However, in these studies @@CITATION@@, patients generally had long-standing disease and were presumably receiving disease-modifying antirheumatic drugs (DMARDs), factors which may affect infection with PD pathogens and serum antibody responses.",background,background
7103b4c7120a4499f59c910090dffcfedc38f607>17aadf793e2236955cfdb7f28e74ec6616635dd6_2,"Given a source of prior knowledge, @@CITATION@@ [3] proposed two directions to bootstrap UCT: 1.",method,method
