unique_id,citation_context,citation_class_label,predicted_classes
2c6797dab4c118cb73197f65ba39dacc99ac743d>95c37bc99982d33873fd141ee00857160fd717a0_6,"Chapel, as well as X10 [2], @@CITATION@@ [3] , CoArray Fortran [6], and Titanium [5], rely on the Partitioned Global Address Space (PGAS) memory model, which enables The work has been performed under the HPC-EUROPA2 project (project number: 228398) with the support of the European Commission - Capacities Area - Research Infrastructures.",background information,results comparison
e4d2591ac3bb65e2ec59f092884a7b15b8018592>f0fb468a54fe8021bc7986a1618222c4fcd16df4_6,"Activated PBMC are the basis of the standard PBMC blast assay for HIV-1 neutralization, whereas the various GHOST and HeLa cell lines have all been used in neutralization assays @@CITATION@@.",background information,background information
8cb19a542da5f3f5a5250a6cd542478480994e55>435ccda1ceb8d3b95e3dc3a745d963fc09847a54_0,"…the previous response, and as such, may be similar to the hippocampal “delay cells” described previously in both rats (Otto and Eichenbaum, 1992b; Hampson et al., 1993) and primates (Watanabe and Niki, 1985; Miyashita, 1988@@CITATION@@88; Riches et al., 1991; Colombo and Gross, 1994).",results comparison,background information
8e8e19bf6e9d7bcf921e91f369a140da2e86bfa3>None_0,"Therefore, we can compare our findings only with the data obtained by @@CITATION@@ who obtained them in a way similar to the present study.",results comparison,background information
e416e3d6270dd447dfa1d88f73051fd579c9b67b>dfca83f6f672c44356e8ec6be30a2d50a686c7c6_17,"Another signi®cant result described in this report is the similarity of mNudE-L with the A. nidulans, mouse and rat NudE proteins (E®mov and Morris, 2000@@CITATION@@00).",background information,results comparison
76dbde75cf679eb89b84d5e4a65e714d998e7ebe>dbe62ea638e3ac987fefa60691fcc1d036999668_2,"In order to compare our method with @@CITATION@@, the results of both methods were assessed by a cardiologist on DS1 and DS2 datasets.",method,results comparison
33780743b0d4fd2f73d4618f1fa6d833f3a6c1bb>6d8ce1bedc01f4020fe403a8e2237278bb664f07_0,"@@CITATION@@, is fast and simple to apply as positioning and irradiation can be performed in a short time.",background information,background information
3d0beff06c19e894644ff9448a92e9b3d6b14fa7>48be9f30756038a52f98334008571c62c0dbd4fd_0,"As shown in previous studies done in other settings, our results demonstrate that the most clinically effective treatment sequence is not necessarily the most cost-effective option @@CITATION@@.",results comparison,results comparison
969529aceb5d315ce695793e407aba67bff244ca>f972e4627f24c1458327bed5d1cba926bffc5da9_0,"Due to the positive correlation between the development of cancer and the upregulation of Src activity, SFKs inhibitors are emerging as a promising target for anticancer therapy @@CITATION@@.",background information,results comparison
5f96ada12a032ce865cf863073ccd6dda7c55059>f8ff0677b7b345e96f345eafc7ea94cba90818bf_0,"disease patients who have had complete repair have a higher peak O2 compared to those have not, which is also a reflection of their better overall cardiac function @@CITATION@@.",background information,results comparison
