unique_id,citation_context,citation_class_label,predicted_classes
2c6797dab4c118cb73197f65ba39dacc99ac743d>95c37bc99982d33873fd141ee00857160fd717a0_6,"Chapel, as well as X10 [2], @@CITATION@@ [3] , CoArray Fortran [6], and Titanium [5], rely on the Partitioned Global Address Space (PGAS) memory model, which enables The work has been performed under the HPC-EUROPA2 project (project number: 228398) with the support of the European Commission - Capacities Area - Research Infrastructures.",background,background
e4d2591ac3bb65e2ec59f092884a7b15b8018592>f0fb468a54fe8021bc7986a1618222c4fcd16df4_6,"Activated PBMC are the basis of the standard PBMC blast assay for HIV-1 neutralization, whereas the various GHOST and HeLa cell lines have all been used in neutralization assays @@CITATION@@.",background,background
891bcbe15cb6e49c2d95d9de5af618771aa2ea12>facd81eed1e7851736b2213402e1cd523135cb83_1,"…as an ocs element (Bouchez et al. 1989; Lam et al. 1989), which was first characterized in the promoter of the Agrobacterium ocs gene and subsequently found to regulate the expression of a number of other plant genes (Chen and Singh 1999; @@CITATION@@; Foley et al. 2006; Ulmasov et al. 1994).",background,background
76dbde75cf679eb89b84d5e4a65e714d998e7ebe>dbe62ea638e3ac987fefa60691fcc1d036999668_2,"In order to compare our method with @@CITATION@@, the results of both methods were assessed by a cardiologist on DS1 and DS2 datasets.",method,background
33780743b0d4fd2f73d4618f1fa6d833f3a6c1bb>6d8ce1bedc01f4020fe403a8e2237278bb664f07_0,"@@CITATION@@, is fast and simple to apply as positioning and irradiation can be performed in a short time.",background,method
5b1930e7a3dc935871744adf631afa2d91b72ce6>3da92ebf5f495202bb4ebf09480d94083a944b48_0,"Briefly, i@@CITATION@@-transduced cells were seeded onto 24-well culture plates (Thermo Fisher Scientific, 353047) or coverslips (Thermo Fisher Scientific, 12-545- 81) at a density of 30,000 cells/cm2 in proliferation media.",method,method
69116757e90b4cac5af3793c7e29e93cfd7eac55>68705f4785910ee33f7dca77b0ab256406826f98_1,"…and valid across a number of studies (Evins and Theofrastous 1997), displays good sensitivity and specificity (Eberhard-Gran et al. 2001; Evins and Theofrastous 1997), is sensitive to changes over time (Cox et al. 1987) and is acceptable to administer over the phone (@@CITATION@@).",method,result
606afa5f79ddb24006150312aa6abebf1e9cf895>316aad16218b678d51cee21ab7ccd8c43225c372_0,The frequency of this behavior is of concern because of its potential association with impaired metabolic control and diabetes-related medical complications @@CITATION@@.,background,background
9889e6509ccfd7cb166b258c2487485fd0c4b145>fb70d25d466c3da340689424d944e8d278a3469f_5,"However, in these studies @@CITATION@@, patients generally had long-standing disease and were presumably receiving disease-modifying antirheumatic drugs (DMARDs), factors which may affect infection with PD pathogens and serum antibody responses.",background,background
7103b4c7120a4499f59c910090dffcfedc38f607>17aadf793e2236955cfdb7f28e74ec6616635dd6_2,"Given a source of prior knowledge, @@CITATION@@ [3] proposed two directions to bootstrap UCT: 1.",method,method
